model,pair_id,shared_eligible,event_type,condition,waveform_sha256,ignore_correct,use_correct,ignore_prediction,use_prediction,failure_stage,ignore_valid_selection,use_event_selected,ignore_target_coverage
7b,dev-esc50-0392,True,siren,prompt_only,17a9b4aeb83ede02e3494b14ea97fc1665e4bee5de87b597a1679e07c49ae51d,True,True,A,A,,False,True,1.0
7b,dev-esc50-0393,True,car_horn,prompt_only,5c004d3ca6c1acf9c08f7d38ca5b6632078af1789e735005d3a56abee6fd7749,False,False,A,B,,False,False,0.5163700804223531
7b,dev-esc50-0397,False,siren,prompt_only,742a9631186173fe1a21f0342ad151bad58596eb994f0a91388c890c2ffea7c9,True,True,B,B,,False,False,0.16073009475624922
7b,dev-esc50-0398,False,crying_baby,prompt_only,b87bb1261d373e38d9b3af2e991ee56d5759b5541e9677cfa9191c786258e48f,True,True,A,D,,False,True,1.0
7b,dev-esc50-0400,True,rain,prompt_only,645562bf158991962ff480827e5dee2d5576f9c0fd823d001825902c625e566f,True,True,B,C,,False,False,0.15473010682039132
7b,dev-esc50-0402,True,thunderstorm,prompt_only,57f3ec266ccb3e3aef4963221d0aa3e738970881284fcbdb76997b0492cda116,False,True,B,B,,False,False,1.0
7b,dev-esc50-0403,True,door_wood_knock,prompt_only,893d4a9c2b387cf5401110e6373156ccdb0bc6b120333067a23ec1db81ef57d1,True,True,A,C,,False,False,0.6177125048924256
7b,dev-esc50-0404,False,rain,prompt_only,8f64116107a8f52e9ae5bbae5356e009365a3d6c9230a4fb977b6b53506b1079,False,True,B,B,,False,False,1.0
7b,dev-esc50-0405,False,glass_breaking,prompt_only,a67dd68b43886cae33e731115bb4d20741a03aa12be99b1036ba95967cf86e71,True,True,B,C,,False,True,0.4251313485113835
7b,dev-esc50-0408,False,crow,prompt_only,1a35d0f7ecf33211fc13aecba0754403de2b39544dd6ab4ba4bebe37fb6ab677,True,True,B,B,,False,False,1.0
7b,dev-esc50-0409,True,airplane,prompt_only,0462efe7b309b7ab6dee26b2b141e623f7eeb2e622dcb40c582a3f4f3b6e079d,True,True,A,B,,False,True,0.5119106247233264
7b,dev-esc50-0411,True,fireworks,prompt_only,ef4c8d1ebb458151ec2b1a93cf1711f93e8e3a1e521de8a4a336ffbec01e05bc,False,True,A,B,,False,False,1.0
7b,dev-esc50-0414,True,train,prompt_only,6fa070d6a7fd01a0e37c2d98facd58704b6a62396b3ef454c49f2dc8055bd7b7,True,True,D,A,,False,False,1.0
7b,dev-esc50-0417,False,fireworks,prompt_only,eb00f4b69fc8566d75fcb7447377896b1deeb598045c1554b6f937bf7355e807,False,True,B,A,,False,False,0.3307744090338162
7b,dev-esc50-0418,True,glass_breaking,prompt_only,52528f041fe4e6734f31d8b0598090cec0f98f1c8f760b24fbc929d6ee63591b,True,True,B,B,,False,False,0.3672298467219601
7b,dev-esc50-0423,True,cat,prompt_only,3c7760b71b5d8695dfb380bb28ede932c1a301326478405f49efcb24888858f2,True,True,A,D,,False,False,1.0
7b,dev-esc50-0424,False,door_wood_knock,prompt_only,4ff3abd6791fab77a76a58e843437b313111656751179a8fc72c9a9cf04043e0,True,True,C,B,,False,False,1.0
7b,dev-esc50-0425,True,fireworks,prompt_only,b851fe0e3bb0f5f201d6adde1e5aba4b864222f197f518c5d686a0b5397cb9b5,False,True,B,C,,True,False,1.0
7b,dev-esc50-0426,True,footsteps,prompt_only,b6f4da0d362a7192c2d6af7516069a883715b6eacf7b4b3e624c3cdbae7890de,True,True,D,C,,False,False,1.0
7b,dev-esc50-0430,False,frog,prompt_only,cce0bdff99d25abca7f03a0562aa8e7305c126658f53e8e388a9b8d1da026564,True,True,B,D,,False,False,0.30628254959898693
7b,dev-esc50-0431,True,pig,prompt_only,b201fa5ad4e05bce1e5c88c66f4bd3040786e56688f404b1c65bd9c60720efe4,True,True,A,D,,False,True,1.0
7b,dev-esc50-0433,True,fireworks,prompt_only,7cf91d5bb417ada604d50d11949d99c1ce1bd0d4a914e42669fa3eb0ff4e74a7,True,True,D,B,,False,True,1.0
7b,dev-esc50-0435,True,thunderstorm,prompt_only,1a1b698be1e598f8dc46a73ac264b25778b67fca6209e30c78f211aaf41f1e41,True,True,A,B,,False,False,1.0
7b,dev-esc50-0436,False,train,prompt_only,9d02501f2a1fef8fde3945d1b307aa9a6fa9d1885e1ea70aebf953be548b8c9d,True,False,C,B,,False,False,0.4839561850802644
7b,dev-esc50-0438,True,pig,prompt_only,c07771910493ed23a1768c5ff312ca7fb1b9d9f9154da31849545aa936da618c,True,True,B,B,,False,True,1.0
7b,dev-esc50-0439,False,cat,prompt_only,8096d78f795bd8b188e75d1a6de2000bd863792df32118ec9173a01fe97d3478,True,True,B,C,,False,False,0.31943044803477083
7b,dev-esc50-0440,True,thunderstorm,prompt_only,b5001798deb3a305341ef5441f38d905f1929263b838080d81f1f110d70a9ad3,True,True,D,A,,False,False,0.3311467092957678
7b,dev-esc50-0443,True,cat,prompt_only,28714cf43211e0d615d4d928d9377f5f9e34d2b35c5a471af681290e99a7c17f,True,True,B,D,,False,False,0.646455770357352
7b,dev-esc50-0445,True,train,prompt_only,80a1783eb3767675a0e3d8df97a64c203bee5a43d56f450e2666a965e103b21e,True,False,A,B,,False,False,0.5731713787454422
7b,dev-esc50-0446,True,rooster,prompt_only,ef210d7071373b7c80039fc643a1325629ce71476c2b2076a935e541a32d8cb4,True,False,B,B,,False,False,0.16253580169061455
7b,dev-esc50-0448,False,car_horn,prompt_only,2094538710d534e74758b411e97bbc4295daeb0a5e2a14dba8f5ed2bbc938c6d,True,True,B,A,,False,True,0.36791133068818943
7b,dev-esc50-0449,True,rain,prompt_only,66b4bfd77adc082a6ed7104f09b250254d2174d6a6fe9cad24591c6c41fe6f0e,True,False,A,C,,False,False,0.659844647003113
7b,dev-esc50-0450,True,fireworks,prompt_only,36361f06f6390390ed21cdccdd2a0b3abafb85fc737a14b1b02799a9f983d437,True,True,A,B,,True,False,1.0
7b,dev-esc50-0453,True,airplane,prompt_only,55641fcbec7eeaa6e3a699e81e37d6af47223a80a5ddc9de79b67fe809b7d8d1,True,True,B,C,,False,True,1.0
7b,dev-esc50-0454,False,footsteps,prompt_only,7b0cacbdecb4710166d535e5314b15acc033e0fe5b9763d591028c294156c69b,True,True,D,C,,False,False,0.16989379927092502
7b,dev-esc50-0456,False,dog,prompt_only,5acec6c2f1bcdcd21e2d017a911f54f9177844cb7751e6229974dbe5bc242e41,True,True,C,A,,False,True,1.0
7b,dev-esc50-0459,True,clock_alarm,prompt_only,c09d06a669e2daefe3da586aeeded896ec004f7c1392aef9d8aca61a4de92583,True,True,C,A,,False,True,1.0
7b,dev-esc50-0460,False,sheep,prompt_only,f63059d65a9f1df55e612871495488f557edf5ac6a61abf65a81c2f58bd06f2b,False,True,A,B,,False,False,0.16865971603709332
7b,dev-esc50-0462,True,train,prompt_only,9756f2e5b8e02de0bda5fe1e0f89687b888a54156a646f96e3e1a6d9407e4aa3,False,False,,,focus_ignore,,,
7b,dev-esc50-0464,True,train,prompt_only,79b6fd1f08395baf7448cb590fb217165a6634a7596197fe4968462d6f7ab95f,True,True,C,B,,False,False,1.0
7b,dev-esc50-0465,False,airplane,prompt_only,bea7d2830ffba872ff44953f9b926d5ef612ab127c609cb2712658623bf4ad29,False,False,B,B,,False,True,0.8360318603382433
7b,dev-esc50-0466,True,car_horn,prompt_only,1b005b9660b47e32a73d4ad477fcdd82f68414be3245abff2a80a61a1a755538,False,True,B,D,,False,False,0.382061131103701
7b,dev-esc50-0467,True,door_wood_knock,prompt_only,af46ae539eaea8bd8e540710a96b1e61a0df8c62e9313a7c5dbef33745b9ca1f,True,True,D,A,,False,False,0.3310818927772193
7b,dev-esc50-0468,True,fireworks,prompt_only,e75bbdc8e05ba691543cb2e49429e2c2a92adb7e4948ef61073f6fdaf3d70a9e,True,True,A,B,,False,False,0.15468408132248482
7b,dev-esc50-0469,True,siren,prompt_only,8caa801f3cff17634b7b5c4507db69306b9f4d50a5fa41329b4395f9724b6281,True,True,B,D,,False,True,0.20779995528801967
7b,dev-esc50-0470,True,clock_alarm,prompt_only,c6eb81150c2f726d96d4f6b272e0e4fd399c20f16e4cb317bd54b2ea711d06c5,True,True,D,B,,False,False,1.0
7b,dev-esc50-0471,True,rain,prompt_only,7fc63ca490c2566c8e6625e63839474ce231704fde2a70c7693ab4bdd669e130,True,True,B,C,,False,True,1.0
7b,dev-esc50-0472,False,rooster,prompt_only,a60389c470889adfbac6e7d5314f2ddd47894bbcdc796a297553ed59e132fcd1,False,True,A,A,,False,False,0.31156994649574854
7b,dev-esc50-0473,True,crow,prompt_only,81e3238c978d75e1d8390e6885f2040550ab7ceac3c319fb810889ce2949f079,True,True,A,A,,False,False,1.0
7b,dev-esc50-0476,True,clock_alarm,prompt_only,c8f29ea35c771ef7d47a2da8d20510b2a676fa1d38510c076ba9839914c05162,True,True,C,A,,False,True,0.37471864106609465
7b,dev-esc50-0477,True,train,prompt_only,e5d622d7faaef358a218e0b6fa68cd5508334c1dbf8757204d729fe672a40d77,True,True,B,D,,False,False,1.0
7b,dev-esc50-0478,True,dog,prompt_only,9a24fd315142f9e0959dee7bebd34860e117babf4db06d8d58c826afe20c267b,True,True,D,A,,False,False,0.34021234195914274
7b,dev-esc50-0001,True,siren,fixed_daa,0512cf0097ea06026cbbd0923d94a6aa4f2fbeae336f9b9c56462fdb65efe02e,False,False,B,B,,False,False,0.3603905616117013
7b,dev-esc50-0002,True,fireworks,fixed_daa,82e49db9fd03d02e0745820a94d1941a9692ee99f2634ee2a0901678aecda0e0,True,True,D,B,,False,False,1.0
7b,dev-esc50-0003,True,clock_alarm,fixed_daa,a939f6f1b079143f877299610a111b549f217561acf05f3f8d4e02c8d0a267aa,True,True,B,B,,False,False,0.5744468673545368
7b,dev-esc50-0009,False,door_wood_knock,fixed_daa,8dd990e1be33dcf60b4bb6897387dad9a7f5f309e32c231423cc39ca72d03f3f,True,True,B,D,,False,False,0.67904141227866
7b,dev-esc50-0010,True,car_horn,fixed_daa,17bd259ba7c5f364907b2abdd4c3a117541e6d2f7148d115a59fb84f066c13fe,True,True,C,C,,False,True,1.0
7b,dev-esc50-0011,True,siren,fixed_daa,eb8151794e1914ed77ac34dd91c0768e8232d12ebeacfb87ab163476c481fb83,True,True,A,A,,False,True,1.0
7b,dev-esc50-0013,False,cow,fixed_daa,607492545a392ec4f9430ec3bfdbb4a6176092440660cab3d7b9cad804155002,False,False,A,B,,False,False,0.31909583939361486
7b,dev-esc50-0014,True,dog,fixed_daa,35744dd704733b74c727e8799d2b7edcefd87caa8e9ca3d49c2743d3313ed87e,False,True,B,D,,False,False,0.31308170030500015
7b,dev-esc50-0015,True,crying_baby,fixed_daa,9e8d8c202081221c0eeeea5e63d8921b3bb9e1f2a2d14f0d8cf1219394913393,True,True,A,D,,False,False,0.6447518555376627
7b,dev-esc50-0016,False,siren,fixed_daa,f4f9c8f4f2d040abf8ab0f5db89b4c56e55d4d8095c04c0eeb00674188a5716a,True,True,D,B,,False,False,1.0
7b,dev-esc50-0017,True,rain,fixed_daa,9e6cd6be987ca15907674fb3463bf6bc8747ebb97fd04da62523ffbc4df1f19f,False,True,B,B,,False,False,0.16183348312289125
7b,dev-esc50-0018,True,thunderstorm,fixed_daa,eee90f350ce4874f6fe9d7905e3ae6a53f05fcb91910c6714fc84ce17d907df9,False,False,A,B,,False,False,1.0
7b,dev-esc50-0019,False,cat,fixed_daa,178f35da5d8a130d9ba9dd5e47498ec45af8972152b19fc312b27c499d9bc246,True,False,D,B,,False,False,1.0
7b,dev-esc50-0020,True,glass_breaking,fixed_daa,c8ff4eadec38ef3305194d1e6896e82e297183755e6536175bc5d225650c537f,True,True,B,B,,False,False,0.7031942130288129
7b,dev-esc50-0023,False,crow,fixed_daa,f468c04c3dcfdca699ceb78984bf96a0be56c081df7a63d30f5c0b2f58617832,True,True,B,B,,True,False,1.0
7b,dev-esc50-0025,True,sheep,fixed_daa,64319841650d658c4ca1e92cadbcf992e62b669a84d71edac72de98836b9a0a9,True,False,C,B,,True,False,0.8402731730839608
7b,dev-esc50-0026,True,crow,fixed_daa,cb7365d1763e189cb90ae07a004b9221a91501b187e6205ead854aa99d8a800e,True,True,A,D,,False,True,0.7203274065260977
7b,dev-esc50-0028,True,sheep,fixed_daa,f5f8bde72c7a96b466bd84cf59c4a14e4c048cf2efd25fe03d08def659475018,True,True,B,A,,False,False,0.243600414120704
7b,dev-esc50-0029,True,pig,fixed_daa,912a3f118bec229e7c1a939e83b27b29d653bc28b22c31ff00e233aca570231b,True,True,C,B,,False,False,0.5485660331510892
7b,dev-esc50-0032,True,car_horn,fixed_daa,2cf6ce99ea1a679b494226afa5fad3a5bb20f7547e53d52464794639a05c849c,False,True,B,B,,False,False,0.49491412148901387
7b,dev-esc50-0033,True,rooster,fixed_daa,f9569051af8f8cd849cc1de0e1374d3968fd5ab1f29dc577b387ed7db07da60c,False,True,B,B,,False,False,0.3575101946470711
7b,dev-esc50-0037,True,thunderstorm,fixed_daa,5bd2a2e3813397f8c3993d1af6aef6c1e81ab5a4499a9785cebdb3c518eddc53,True,False,D,B,,False,False,1.0
7b,dev-esc50-0038,True,door_wood_knock,fixed_daa,93e26ca77f742fad6294dcf00ad3b049114eae12f0fffa1dd5cc9957b332f85b,False,True,B,B,,False,False,0.3340622648884704
7b,dev-esc50-0039,True,footsteps,fixed_daa,571b963f6a867bda4a67006d26ed6aa1af60a249a03269fa10a7752a83336f25,True,False,B,B,,False,False,0.37046451115501366
7b,dev-esc50-0040,False,crying_baby,fixed_daa,13c5df67c265a79db5eaecd09405ba7812bf3b1c23bb1d71f96ae999966caf60,True,True,D,B,,True,False,1.0
7b,dev-esc50-0041,True,airplane,fixed_daa,537d258344f2292ea2b48a068e7afc2bf249e205db28f9ebdf3ff4b98b906627,True,True,A,B,,False,False,1.0
7b,dev-esc50-0042,False,train,fixed_daa,7a5c54fc74575b16f6bb79c0b602b73798b3654709e2bb89efbedd28ccda1362,True,True,D,A,,False,True,1.0
7b,dev-esc50-0044,False,sheep,fixed_daa,ee22b0bc9ec6453f6ab609ab1018dbdbe2edd421a327f499ea63964e2cd89a00,True,False,B,B,,False,False,1.0
7b,dev-esc50-0045,True,door_wood_knock,fixed_daa,605dc4029fba2085b36423ab1a3f2e2c8d872d8de0133cfa645da03e21168e62,False,True,B,B,,False,False,0.33956154225068286
7b,dev-esc50-0046,False,clock_alarm,fixed_daa,f3186b88dee804da9201076766c15fbeceb1999e0a1fe92354c047a7cf299d9c,True,True,A,A,,True,True,1.0
7b,dev-esc50-0048,False,dog,fixed_daa,9a23409c1a0ea2435e83e7ac63354a8f7bc661d536c997bbf1ee78f441f252b6,False,True,B,B,,False,False,0.3692897607644087
7b,dev-esc50-0049,True,cow,fixed_daa,aa11a756c23accd87cb1a531c23e04a59f27c2fd669f6557c0a0a0f872bd498a,True,True,D,B,,False,False,1.0
7b,dev-esc50-0053,False,cow,fixed_daa,8242ea8d329d9b3e7dbbc1e5c5cfa7bf7adb94a00003882a07c76e5f24ac9725,True,True,B,A,,False,False,0.643682289720969
7b,dev-esc50-0055,True,airplane,fixed_daa,111d4475970d0a01c7d8c7ad53a4c1d68de07980322f596878fb0e394dd683a2,True,False,B,B,,False,False,0.32696272694388645
7b,dev-esc50-0057,False,thunderstorm,fixed_daa,8173dce80f8494bc260e095aec8c3f32cd91e8d8060183bd1901312fde032923,True,True,A,A,,False,True,0.6964038063065275
7b,dev-esc50-0058,False,thunderstorm,fixed_daa,a133a5ab56d327d45bc0ba3bab500380a9a0cbfee650287ef472ed93c1ec8334,False,False,B,B,,False,False,0.1590391688990704
7b,dev-esc50-0059,False,sheep,fixed_daa,8c946a89b3f166e8f5970744fc53ea2e622bce64bff7199e540fbb4182944b64,True,True,D,D,,False,True,1.0
7b,dev-esc50-0061,False,footsteps,fixed_daa,089b6df15ac8110dab024a281130e7691403bda27cf1d3b1b74d6846dd737a42,True,True,A,D,,False,True,1.0
7b,dev-esc50-0062,True,thunderstorm,fixed_daa,a21aa2c9f7131976037c511a02f8420dafd32ccd07cccf9125349c68b4a4d0ee,False,True,B,B,,False,False,0.3772070421818552
7b,dev-esc50-0066,False,frog,fixed_daa,3ab712ff3bae8e9c5de69c81869000ec391e970ec39f71fec4fa129178eaebc8,True,True,C,B,,False,False,1.0
7b,dev-esc50-0067,True,glass_breaking,fixed_daa,d8308f14525556839e1a641c6ad33f0394ebf1a7081e43ef2018e2520158bba3,False,False,A,B,,False,False,0.31839196804727254
7b,dev-esc50-0068,True,thunderstorm,fixed_daa,1aa3bd4197e6feb5f37350b8903ad6c137b44bdbfef036b58d97de11ac560f11,True,True,A,C,,False,True,1.0
7b,dev-esc50-0069,False,car_horn,fixed_daa,9e4d1db58a242adac5c2c8cc546ebe4905f25334201c3b50ede70de13928b323,False,True,B,B,,False,False,0.35618982489301365
7b,dev-esc50-0071,False,glass_breaking,fixed_daa,6ca4130ef03ea708721a3f1b985213737b9f6fdc83b6605397739a6c832059f6,True,True,B,B,,False,False,0.3468297538586673
7b,dev-esc50-0072,False,frog,fixed_daa,6a4b614a38403a2a0eb965969c9b0b41fc68a8983fb81d9d33bd307c32a5b50a,False,True,A,C,,False,True,0.4439306358381503
7b,dev-esc50-0073,True,footsteps,fixed_daa,67fca08ed38ee7c16c869a92812d95bb2201cdd716ff2aaf2208499a56af0f1f,False,True,B,B,,False,False,0.3167980762165592
7b,dev-esc50-0074,False,crow,fixed_daa,e518c0007851d3c4afa8392672f94f514f9048c433964e5b05d8446d6344e12d,True,False,B,B,,False,False,0.6863498346144887
7b,dev-esc50-0075,False,cat,fixed_daa,6e22d6b090991226ffc62cae9a0226de9f46988d464212887e6fa525c677c88d,True,False,B,B,,False,True,0.7174976455875157
7b,dev-esc50-0076,False,pig,fixed_daa,56b466d8f1a86ac3632d68cef22f248630b117c50e8f757100afd393f40cfd87,False,False,B,B,,False,False,0.528557968121372
7b,dev-esc50-0077,True,thunderstorm,fixed_daa,207562b965e51145aa11cb3c14edb4d7703bc5c6878287b52f0c443e928c92de,True,False,B,B,,False,False,1.0
7b,dev-esc50-0078,False,rain,fixed_daa,ba131e9aac12deaf16ce09bbf56308c28bebfc0422d2b15e365bc7817000e3a8,True,True,A,D,,False,True,1.0
7b,dev-esc50-0079,True,car_horn,fixed_daa,c19fc60bf65f96367d299bd7cd5ba00e2cdc96d1555489f0324385ba3d0e5976,True,True,B,B,,False,False,0.16494930827710466
7b,dev-esc50-0080,True,frog,fixed_daa,d4cf32b5cebe89bb46922d1e6e6af49979594cedd0f69b29bb04d8123de0b474,True,True,B,A,,False,True,1.0
7b,dev-esc50-0081,True,cow,fixed_daa,d02900eff2669f44e8f816d1cf14cfbc4c3beb885b019f0b91bd3e0bb10cab2d,True,False,D,B,,False,False,1.0
7b,dev-esc50-0084,False,glass_breaking,fixed_daa,ca28c065005c90e7b563b47920b8a6df0da18c0ad7896a4feab751bc85e8445a,False,False,,,focus_ignore,,,
7b,dev-esc50-0088,True,glass_breaking,fixed_daa,939c41a64f103ccdad5ab43313ee4ea90453a8caba293fb365fe8890814761c8,False,False,B,B,,False,False,0.311628577151221
7b,dev-esc50-0090,True,glass_breaking,fixed_daa,5c04f188728b2269e506671a0c773eb76ca6ceed09584d12769adca3cb4e94b7,False,True,B,C,,False,False,1.0
7b,dev-esc50-0091,True,frog,fixed_daa,e090ff48d87902a44ac7ee7df6e4bf1055f221722de47de0a72c6a2825b146b0,True,True,D,A,,False,True,1.0
7b,dev-esc50-0094,True,rooster,fixed_daa,0f3f0fc1a109e93b14511bb764cda71483945dd4cc7ec209a3c2c542def337f0,True,True,B,D,,False,True,1.0
7b,dev-esc50-0095,False,train,fixed_daa,cbce6f742c9470f63059695a95e1efb757dd2234ab72db45c67fe67b12ad5bfa,True,False,C,B,,False,False,1.0
7b,dev-esc50-0101,True,car_horn,fixed_daa,df47112e7d15dbdcf701f5227dda5b929920adef775a4ea8ffddbb3343d3ce16,False,False,B,B,,False,False,0.3330151087497925
7b,dev-esc50-0102,True,crow,fixed_daa,cc82282bd2f815ef692fc986c45faedb326a9ca91b76f8bb7957a5bc7587a2e7,False,True,B,B,,False,False,0.5399486062915334
7b,dev-esc50-0105,True,glass_breaking,fixed_daa,92df249ffe9c16c94af83411c189ec516c07b2ea13f4e83b0c1a3bb883284234,False,True,A,B,,False,False,0.6960486592723654
7b,dev-esc50-0108,True,airplane,fixed_daa,ad603690bc731a36b1a025112b0ffcaf7a299c0c349f9ed9f0b4cf65cb95b1aa,True,False,B,B,,False,False,0.4640717799808199
7b,dev-esc50-0110,True,rooster,fixed_daa,14ec88503fbf632836ee6b7bdfcf871f69c6c842ac5c0abb7f0f3f4d2bc4aec8,True,True,C,A,,True,False,1.0
7b,dev-esc50-0111,True,cow,fixed_daa,7df8d415cf747c4560ae4801ee0ede8d8aa0ad8d5985a72e255afcf6f08d427f,True,True,D,D,,False,False,1.0
7b,dev-esc50-0113,True,car_horn,fixed_daa,b8725859b236e77c5a23a45ed084ba5f6eeadd4f482a37f9c4945be0f5b172e0,True,False,B,B,,False,True,1.0
7b,dev-esc50-0114,True,crying_baby,fixed_daa,0531fc37e4af8ccec011aa4f9ccb7a171d00f5ea8589ce75e66b549fdbdd3956,False,False,,,focus_ignore,,,
7b,dev-esc50-0115,True,rooster,fixed_daa,96411d23691206bf4aaa1a72c22cb5b3152e9401ac38728b964e689bde859c1d,False,False,B,B,,False,False,0.35853169667567486
7b,dev-esc50-0116,True,frog,fixed_daa,609e24769feb5c52d015a61bb0d937be5b806e3e230ccafa7c4a4d7b6b83736c,True,True,B,B,,False,False,1.0
7b,dev-esc50-0118,True,train,fixed_daa,4e50b13290fa3810306fdb409b6079cb54b01603a6c3320688675b6631b5d8b5,True,True,B,A,,False,True,0.3342392647597708
7b,dev-esc50-0122,True,sheep,fixed_daa,4532af21db7570aa319a20efdb667676035350f3c8150f7f4c30604d2b078ac3,False,True,B,D,,False,False,0.3309317341232265
7b,dev-esc50-0123,True,footsteps,fixed_daa,322223e7b1f6c75ab2066f43d35677da9586a3aded50cb18c1b22e7be0a34aa8,True,False,A,B,,False,False,1.0
7b,dev-esc50-0125,True,crow,fixed_daa,b143c6a95fa38d711e378442be8e081b32e4b388f9de64763f93a9d40311ae03,True,False,D,B,,False,False,1.0
7b,dev-esc50-0126,True,clock_alarm,fixed_daa,6b9ac0400f2ad4fb1809ad44b2f2c9f2ee293d552b2dec2e4871abbd34e8192b,True,True,D,B,,False,False,0.5730197755775577
7b,dev-esc50-0127,True,footsteps,fixed_daa,90f2e075bfaf901c2dee5e4efb8051d2adafc09962ee456066a96e98f9a54583,True,True,B,B,,False,True,1.0
7b,dev-esc50-0128,True,rain,fixed_daa,f9dfae017f4c6bcec6bdb4271ee79e32e8051eba471667b9d7bacc1e0a579e0a,True,False,A,A,,False,False,0.3198119545943229
7b,dev-esc50-0129,True,footsteps,fixed_daa,62a4c4cab7f70d189145afacee782d2547434e7cb4a3545cf00ecc0f8bd5afa6,True,True,B,D,,False,True,0.16494806351742736
7b,dev-esc50-0130,True,door_wood_knock,fixed_daa,6f06df8948f0d128617804a1727178de158a0a813606ca5f38c2c753b139d44a,False,True,B,B,,False,False,0.3766270576913337
7b,dev-esc50-0131,True,fireworks,fixed_daa,a2d11b8859a6a475ac4401edb49d80f3c6097dc957211f1c15a8179aef519599,True,True,D,D,,False,True,1.0
7b,dev-esc50-0133,False,crying_baby,fixed_daa,6ede00b55e5540af2b92ae6d98e36c1ad23a1f25af2b29b9677328b098c57c6c,False,True,A,C,,False,True,1.0
7b,dev-esc50-0134,True,airplane,fixed_daa,4b6658a3ee0d717109ec83872dc5d7ac638cd9d90cc75032d3563165b32a7357,False,True,A,C,,False,False,0.3509800211048223
7b,dev-esc50-0136,True,frog,fixed_daa,e42d38380617f174766c7a688858ec22bb8768bdfe996e36e309c7053daa601d,True,False,B,B,,False,False,1.0
7b,dev-esc50-0137,True,pig,fixed_daa,3c9d65fe65d47b669671098796466786fa42c308bdf06e1347023a925195f616,True,True,D,B,,False,True,1.0
7b,dev-esc50-0138,False,sheep,fixed_daa,eae87f192959dc85e6181a4372b06d76693dfa51c6a80f971fdda315fd1df04a,True,False,B,A,,False,False,0.3498751360799002
7b,dev-esc50-0139,True,cat,fixed_daa,2497dd2032d4d0841ed4478b308687797dc2c6251630eaa02712dc660559792c,True,True,A,B,,False,False,1.0
7b,dev-esc50-0143,False,dog,fixed_daa,c017e31042d38ff90e6b7e2ebfebbe81ce74e1d1c482762c07b44c62a0470e4b,False,True,A,B,,False,True,0.396364652932782
7b,dev-esc50-0144,True,train,fixed_daa,1470dff153d11555f130257569e024fa0436b3bcb3c522c43059a928508f570a,False,False,B,B,,False,False,0.5668771858010873
7b,dev-esc50-0145,True,dog,fixed_daa,93e71f9679a4f6d4d29059b9876358eff8cb0307a07e4cd885d783edad523b47,False,False,B,B,,False,False,0.3171901109644127
7b,dev-esc50-0146,True,cat,fixed_daa,c38e308a611ffa4e33095b67b995b73c635e996a7890770a96f7a622f16ab2bb,False,False,,,focus_use,,,
7b,dev-esc50-0147,True,dog,fixed_daa,638eb2509169de36c0766b551781139a496e5a74bf56e541808380b857dd5a6a,False,True,B,C,,False,False,0.3066527527561553
7b,dev-esc50-0149,True,sheep,fixed_daa,e217b42e11bacfe0074dcff0ebda5ffcfa32f494d4ebb0d12659713abba757c0,False,False,B,B,,False,False,0.5290784670220744
7b,dev-esc50-0150,False,footsteps,fixed_daa,5baaf51a608eca06b7a5bfd88c6a163f762f5540bbd8a683cf6eb0eeef43467c,False,True,B,B,,False,False,0.5278901988386416
7b,dev-esc50-0152,False,clock_alarm,fixed_daa,8bd2819e91988085b18d1a74246f880297f2454c109839b8db8c6589896b53fd,True,True,B,A,,False,True,0.19543402100340196
7b,dev-esc50-0153,False,footsteps,fixed_daa,141936209d38bf11700fb64d4bd309fe99e0e72bdc49114da2a988705ef964f1,True,True,D,B,,False,True,1.0
7b,dev-esc50-0154,True,cat,fixed_daa,ed9ee0cafa5f0839a914fba3edf5b8b0aae37aa10b9b080bd269b3088091d738,True,False,B,B,,False,False,0.4890918743772486
7b,dev-esc50-0156,True,dog,fixed_daa,cdd921834eea6f9d8fcab695b125d3ce5d9b04a00b00ebb96263361987e8ab66,True,True,B,A,,False,True,1.0
7b,dev-esc50-0157,True,siren,fixed_daa,31bdead7bd55b06643714eb6c42d95b11c7c7bfb25c473a47df215456ad9f112,True,True,B,A,,False,False,0.6448403930969054
7b,dev-esc50-0158,True,frog,fixed_daa,c314a542ad07dbfba191837a87ef6d340402ffd3fb96a9ce1812b62ac5abccf8,True,True,A,B,,False,False,1.0
7b,dev-esc50-0160,True,car_horn,fixed_daa,e4ad3868549e9640b29a8ea01411b71b566f5f7546a0575a3bb1c8765f5a9a58,False,False,B,B,,False,False,0.5075920055865427
7b,dev-esc50-0162,False,cat,fixed_daa,744925590cd55d5d6d070d6fa9c9550c85e675f071298da134bf31387499d8ac,False,True,B,B,,False,False,0.38839783822684776
7b,dev-esc50-0163,False,glass_breaking,fixed_daa,f697ac090bc50d9949e67fa278c427bbcd8e133cb1bf2a10125514a51839c1c0,True,True,A,B,,False,False,1.0
7b,dev-esc50-0164,True,siren,fixed_daa,32cd7450628d21099f34ff4b5a5785ef1ebed2fc199ceab27378b938ff0f8f3c,True,True,C,B,,False,False,1.0
7b,dev-esc50-0166,True,frog,fixed_daa,1f4203186ad16e6668233f0472db43681728a64513921d7a9061e60066d417f6,False,True,B,C,,False,True,0.3686345523029925
7b,dev-esc50-0167,False,crow,fixed_daa,7808075d7715b6a022d6e2c8e947d0dca4c695c1e10ed73c44ca791899709098,False,True,B,C,,False,False,0.32098740682899135
